Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (inc),Max Cum PRCP (in)
SS0114_PP002_SM1_BF1_SLR4,SUCCESS,15.39111111111111,256,,43017.,0.3550,0.99,Feb 07 18:14,Feb 08 09:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP002_SM4_BF1_SLR4,SUCCESS,15.377222222222223,256,,43017.,0.3540,1.34,Feb 07 18:15,Feb 08 09:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP012_SM4_BF1_SLR4,SUCCESS,16.184444444444445,272,,42926.,0.3551,0.70,Feb 07 18:16,Feb 08 10:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP017_SM4_BF1_SLR4,SUCCESS,14.864444444444445,240,,42220.,0.3472,0.70,Feb 13 05:51,Feb 13 20:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP041_SM4_BF1_SLR4,SUCCESS,15.660833333333334,256,,43127.,0.3473,0.55,Feb 11 22:10,Feb 12 13:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP057_SM4_BF1_SLR4,SUCCESS,16.549166666666668,272,,42088.,0.3438,1.00,Feb 13 05:55,Feb 13 22:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP058_SM2_BF1_SLR4,SUCCESS,17.75638888888889,288,,42984.,0.3541,0.68,Feb 11 21:02,Feb 12 14:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP061_SM4_BF1_SLR4,SUCCESS,15.385277777777777,256,,41565.,0.3423,0.52,Feb 07 18:14,Feb 08 09:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP062_SM2_BF1_SLR4,SUCCESS,15.650833333333333,256,,42639.,0.3514,0.66,Feb 13 05:52,Feb 13 21:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP096_SM3_BF1_SLR4,SUCCESS,18.960833333333333,304,,42291.,0.3485,0.57,Feb 11 21:03,Feb 12 16:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP104_SM1_BF1_SLR4,SUCCESS,15.679444444444444,256,,42486.,0.3505,0.69,Feb 11 21:08,Feb 12 12:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP112_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:15,N/A,,,,,,,,,,
SS0114_PP115_SM3_BF1_SLR4,SUCCESS,15.35361111111111,256,,43525.,0.3558,0.59,Feb 07 18:15,Feb 08 09:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP122_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0114_PP129_SM2_BF1_SLR4,SUCCESS,14.75,240,,42515.,0.3509,0.54,Feb 11 21:29,Feb 12 12:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP145_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0114_PP150_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
SS0114_PP166_SM5_BF1_SLR4,SUCCESS,15.820555555555556,256,,41659.,0.3445,0.48,Feb 13 05:52,Feb 13 21:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP167_SM2_BF1_SLR4,SUCCESS,21.725555555555555,352,,42407.,0.3493,0.56,Feb 11 20:41,Feb 12 18:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP172_SM1_BF1_SLR4,SUCCESS,16.016944444444444,272,,42926.,0.3501,0.70,Feb 07 18:16,Feb 08 10:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP180_SM2_BF1_SLR4,SUCCESS,16.315555555555555,272,,42474.,0.3503,0.55,Feb 11 20:42,Feb 12 13:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP189_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:15,N/A,,,,,,,,,,
SS0114_PP228_SM1_BF1_SLR4,SUCCESS,17.456944444444442,288,,42830.,0.3523,0.70,Feb 11 21:14,Feb 12 14:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP238_SM1_BF1_SLR4,SUCCESS,15.870555555555557,256,,41544.,0.3439,0.50,Feb 13 05:50,Feb 13 21:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP280_SM1_BF1_SLR4,SUCCESS,15.903333333333334,256,,42202.,0.3468,0.56,Feb 13 05:50,Feb 13 21:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP287_SM4_BF1_SLR4,SUCCESS,16.048055555555557,272,,42317.,0.3454,0.59,Feb 07 18:16,Feb 08 10:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP319_SM4_BF1_SLR4,SUCCESS,16.25638888888889,272,,41044.,0.3351,1.13,Feb 07 18:18,Feb 08 10:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP339_SM2_BF1_SLR4,SUCCESS,15.838333333333335,256,,42737.,0.3505,0.65,Feb 07 18:17,Feb 08 10:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP351_SM4_BF1_SLR4,SUCCESS,15.969444444444445,256,,41791.,0.3444,0.54,Feb 11 21:08,Feb 12 13:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP375_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
SS0114_PP380_SM2_BF1_SLR4,SUCCESS,15.180277777777777,256,,42785.,0.3504,0.56,Feb 07 18:16,Feb 08 09:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP411_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
SS0114_PP414_SM2_BF1_SLR4,SUCCESS,15.209444444444443,256,,42998.,0.3536,0.62,Feb 13 05:52,Feb 13 21:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP418_SM2_BF1_SLR4,SUCCESS,19.11861111111111,320,,40712.,0.3359,0.87,Feb 11 20:36,Feb 12 15:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP458_SM2_BF1_SLR4,SUCCESS,15.458333333333332,256,,42646.,0.3512,0.63,Feb 07 18:16,Feb 08 09:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP458_SM5_BF1_SLR4,SUCCESS,14.850833333333332,240,,42917.,0.3526,0.62,Feb 07 18:14,Feb 08 09:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0114_PP480_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0114_PP488_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0115_PP059_SM3_BF1_SLR4,SUCCESS,18.524444444444445,304,,61784.,0.4390,0.62,Feb 11 22:32,Feb 12 17:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0115_PP160_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0115_PP299_SM4_BF1_SLR4,SUCCESS,23.960555555555555,384,,57781.,0.3969,1.10,Feb 07 18:48,Feb 08 18:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0116_PP122_SM3_BF1_SLR4,SUCCESS,16.10611111111111,272,,60416.,0.4348,2.10,Feb 13 05:39,Feb 13 21:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0116_PP137_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0116_PP302_SM5_BF1_SLR4,SUCCESS,15.88861111111111,256,,54164.,0.3655,2.11,Feb 13 05:40,Feb 13 21:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0116_PP450_SM5_BF1_SLR4,SUCCESS,21.80777777777778,352,,56650.,0.3973,2.13,Feb 11 20:45,Feb 12 18:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0118_PP252_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0118_PP303_SM4_BF1_SLR4,SUCCESS,20.29277777777778,336,,44173.,0.2821,0.96,Feb 13 06:12,Feb 14 02:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0118_PP348_SM4_BF1_SLR4,SUCCESS,21.698333333333334,352,,46062.,0.2991,1.00,Feb 07 18:54,Feb 08 16:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0118_PP393_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0118_PP496_SM4_BF1_SLR4,SUCCESS,19.13,320,,45071.,0.2927,0.89,Feb 13 06:12,Feb 14 01:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP010_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:15,N/A,,,,,,,,,,
SS0119_PP013_SM3_BF1_SLR4,SUCCESS,15.98861111111111,256,,34971.,0.2768,0.92,Feb 13 05:48,Feb 13 21:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP014_SM1_BF1_SLR4,SUCCESS,16.484444444444446,272,,34270.,0.2689,0.30,Feb 13 05:57,Feb 13 22:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP043_SM2_BF1_SLR4,SUCCESS,15.073888888888888,256,,34474.,0.2735,0.31,Feb 07 18:13,Feb 08 09:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP083_SM5_BF1_SLR4,SUCCESS,15.736944444444443,256,,34192.,0.2685,0.30,Feb 13 05:49,Feb 13 21:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP105_SM1_BF1_SLR4,SUCCESS,15.408333333333333,256,,34209.,0.2691,0.30,Feb 13 05:51,Feb 13 21:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP124_SM3_BF1_SLR4,SUCCESS,16.084444444444443,272,,34296.,0.2704,0.31,Feb 13 05:56,Feb 13 22:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP150_SM5_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0119_PP176_SM2_BF1_SLR4,SUCCESS,16.23611111111111,272,,34416.,0.2704,0.78,Feb 11 19:55,Feb 12 12:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP247_SM2_BF1_SLR4,SUCCESS,17.46361111111111,288,,34694.,0.2740,0.31,Feb 13 05:54,Feb 13 23:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP259_SM5_BF1_SLR4,SUCCESS,17.0275,288,,33802.,0.2679,0.31,Feb 11 19:48,Feb 12 12:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP260_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
SS0119_PP266_SM3_BF1_SLR4,SUCCESS,14.888333333333334,240,,34613.,0.2739,0.30,Feb 07 18:12,Feb 08 09:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP298_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
SS0119_PP309_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0119_PP319_SM3_BF1_SLR4,SUCCESS,15.551666666666668,256,,34938.,0.2768,0.31,Feb 07 18:18,Feb 08 09:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP345_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0119_PP350_SM3_BF1_SLR4,SUCCESS,18.743333333333336,304,,34196.,0.2695,0.47,Feb 11 21:28,Feb 12 16:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP378_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:15,N/A,,,,,,,,,,
SS0119_PP453_SM4_BF1_SLR4,SUCCESS,18.214166666666667,304,,34410.,0.2720,0.30,Feb 11 20:40,Feb 12 14:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP477_SM4_BF1_SLR4,SUCCESS,15.395833333333332,256,,34330.,0.2716,0.39,Feb 07 18:15,Feb 08 09:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0119_PP479_SM5_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0119_PP488_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0120_PP002_SM1_BF1_SLR4,SUCCESS,15.045277777777777,256,,31834.,0.2490,0.44,Feb 07 18:00,Feb 08 09:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP033_SM2_BF1_SLR4,SUCCESS,15.399166666666666,256,,32291.,0.2520,0.44,Feb 07 18:03,Feb 08 09:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP040_SM2_BF1_SLR4,SUCCESS,14.63361111111111,240,,31699.,0.2470,0.44,Feb 07 18:03,Feb 08 08:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP062_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0120_PP066_SM1_BF1_SLR4,SUCCESS,15.992222222222221,256,,31798.,0.2487,0.49,Feb 07 18:01,Feb 08 10:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP085_SM2_BF1_SLR4,SUCCESS,16.524444444444445,272,,31770.,0.2483,0.44,Feb 11 20:13,Feb 12 12:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP090_SM2_BF1_SLR4,SUCCESS,15.185277777777777,256,,32096.,0.2504,0.44,Feb 13 05:39,Feb 13 20:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP104_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0120_PP127_SM2_BF1_SLR4,SUCCESS,15.13888888888889,256,,31750.,0.2478,0.95,Feb 11 21:57,Feb 12 13:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP158_SM3_BF1_SLR4,SUCCESS,14.90638888888889,240,,32021.,0.2508,0.45,Feb 11 21:11,Feb 12 12:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP178_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0120_PP183_SM3_BF1_SLR4,SUCCESS,14.756666666666666,240,,31709.,0.2477,0.44,Feb 13 05:38,Feb 13 20:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP187_SM2_BF1_SLR4,SUCCESS,14.727500000000001,240,,31660.,0.2482,0.44,Feb 13 05:40,Feb 13 20:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP203_SM2_BF1_SLR4,SUCCESS,14.609166666666667,240,,31903.,0.2500,0.44,Feb 13 05:38,Feb 13 20:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP204_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0120_PP207_SM2_BF1_SLR4,SUCCESS,14.620555555555557,240,,32053.,0.2507,0.44,Feb 07 18:03,Feb 08 08:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP212_SM3_BF1_SLR4,SUCCESS,15.879166666666666,256,,31401.,0.2449,0.88,Feb 11 20:44,Feb 12 12:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP234_SM1_BF1_SLR4,SUCCESS,20.001944444444444,336,,31943.,0.2482,0.44,Feb 11 20:45,Feb 12 16:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP249_SM1_BF1_SLR4,SUCCESS,17.083333333333332,288,,31645.,0.2476,0.44,Feb 13 05:40,Feb 13 22:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP253_SM3_BF1_SLR4,SUCCESS,15.527777777777779,256,,31671.,0.2479,0.44,Feb 11 21:47,Feb 12 13:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP271_SM3_BF1_SLR4,SUCCESS,14.435,240,,31729.,0.2489,0.44,Feb 11 21:35,Feb 12 12:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP274_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0120_PP276_SM2_BF1_SLR4,SUCCESS,15.230277777777777,256,,31928.,0.2491,0.44,Feb 11 20:54,Feb 12 12:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP341_SM4_BF1_SLR4,SUCCESS,14.79861111111111,240,,31954.,0.2501,0.44,Feb 13 05:43,Feb 13 20:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP342_SM2_BF1_SLR4,SUCCESS,15.961944444444443,256,,31943.,0.2495,0.44,Feb 07 18:07,Feb 08 10:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP350_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0120_PP381_SM3_BF1_SLR4,SUCCESS,17.697777777777777,288,,31768.,0.2486,1.00,Feb 07 18:03,Feb 08 11:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP389_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0120_PP393_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:15,N/A,,,,,,,,,,
SS0120_PP394_SM3_BF1_SLR4,SUCCESS,15.86,256,,32952.,0.2577,0.44,Feb 13 05:39,Feb 13 21:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP401_SM1_BF1_SLR4,SUCCESS,19.514166666666668,320,,31569.,0.2474,0.44,Feb 07 18:07,Feb 08 13:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP414_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0120_PP423_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0120_PP433_SM3_BF1_SLR4,SUCCESS,15.534722222222221,256,,31569.,0.2467,1.03,Feb 07 18:00,Feb 08 09:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP458_SM1_BF1_SLR4,SUCCESS,15.388055555555555,256,,32031.,0.2486,0.44,Feb 11 21:58,Feb 12 13:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0120_PP472_SM3_BF1_SLR4,SUCCESS,18.56972222222222,304,,31725.,0.2481,0.44,Feb 11 21:02,Feb 12 15:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0122_PP020_SM4_BF1_SLR4,SUCCESS,21.34861111111111,352,,139992.,0.7422,2.21,Feb 07 18:34,Feb 08 15:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0122_PP022_SM4_BF1_SLR4,SUCCESS,20.496944444444445,336,,144929.,0.8505,2.48,Feb 13 06:23,Feb 14 02:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0123_PP217_SM1_BF1_SLR4,SUCCESS,19.910833333333333,320,,200173.,1.396,0.61,Feb 13 06:14,Feb 14 02:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0126_PP071_SM1_BF1_SLR4,SUCCESS,16.928333333333335,272,,42422.,0.2958,2.45,Feb 11 21:01,Feb 12 13:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0127_PP213_SM3_BF1_SLR4,SUCCESS,16.188333333333333,272,,38883.,0.2706,0.83,Feb 13 05:38,Feb 13 21:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP002_SM1_BF1_SLR4,SUCCESS,19.204722222222223,320,,36898.,0.2792,1.07,Feb 11 20:51,Feb 12 16:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP019_SM2_BF1_SLR4,SUCCESS,16.874444444444446,272,,37681.,0.2843,1.05,Feb 13 05:54,Feb 13 22:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP026_SM4_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0128_PP032_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:15,N/A,,,,,,,,,,
SS0128_PP038_SM3_BF1_SLR4,SUCCESS,16.91444444444444,272,,36640.,0.2776,1.11,Feb 11 22:08,Feb 12 15:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP046_SM3_BF1_SLR4,SUCCESS,20.041666666666668,336,,37463.,0.2827,0.32,Feb 11 19:46,Feb 12 15:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP050_SM1_BF1_SLR4,SUCCESS,17.641666666666666,288,,36488.,0.2756,0.35,Feb 11 22:14,Feb 12 15:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP054_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0128_PP062_SM3_BF1_SLR4,SUCCESS,16.40972222222222,272,,36911.,0.2794,0.37,Feb 11 19:52,Feb 12 12:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP069_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
SS0128_PP074_SM2_BF1_SLR4,SUCCESS,17.085277777777776,288,,37404.,0.2847,0.22,Feb 13 05:56,Feb 13 23:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP084_SM3_BF1_SLR4,SUCCESS,16.969166666666666,272,,37088.,0.2807,1.20,Feb 07 18:14,Feb 08 11:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP087_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
SS0128_PP099_SM2_BF1_SLR4,SUCCESS,17.71722222222222,288,,36802.,0.2786,1.93,Feb 13 05:51,Feb 13 23:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP109_SM4_BF1_SLR4,SUCCESS,18.77027777777778,304,,36317.,0.2749,0.22,Feb 11 18:24,Feb 12 13:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP140_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:14,N/A,,,,,,,,,,
SS0128_PP145_SM1_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:13,N/A,,,,,,,,,,
SS0128_PP158_SM2_BF1_SLR4,SUCCESS,18.994444444444447,304,,37403.,0.2823,0.46,Feb 07 18:20,Feb 08 13:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP195_SM3_BF1_SLR4,SUCCESS,17.145555555555553,288,,37446.,0.2816,0.29,Feb 11 21:44,Feb 12 14:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP248_SM3_BF1_SLR4,SUCCESS,16.6,272,,36976.,0.2768,0.63,Feb 13 05:51,Feb 13 22:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP252_SM3_BF1_SLR4,SUCCESS,16.24638888888889,272,,36847.,0.2791,0.34,Feb 07 18:15,Feb 08 10:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP266_SM3_BF1_SLR4,SUCCESS,17.616944444444446,288,,36810.,0.2772,0.74,Feb 13 05:50,Feb 13 23:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP279_SM2_BF1_SLR4,SUCCESS,17.980277777777776,288,,37448.,0.2828,3.21,Feb 07 18:16,Feb 08 12:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP300_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:15,N/A,,,,,,,,,,
SS0128_PP319_SM3_BF1_SLR4,SUCCESS,17.031944444444445,288,,37025.,0.2794,1.13,Feb 07 18:14,Feb 08 11:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP320_SM4_BF1_SLR4,SUCCESS,16.945555555555554,272,,36701.,0.2770,1.10,Feb 13 05:51,Feb 13 22:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0128_PP329_SM2_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,Feb 15 03:12,N/A,,,,,,,,,,
