Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (inc),Max Cum PRCP (in)
SS1004_PP136_SM4_BF1_Base,SUCCESS,15.0,60.0,,32254.0,0.3575,1.04,Jan  7 12:14,Jan  8 02:37,,,,,,,,,,
SS1004_PP193_SM5_BF1_Base,SUCCESS,14.0,56.0,,32952.0,0.3675,0.54,Jan  9 12:43,Jan 10 02:41,,,,,,,,,,
SS1004_PP156_SM2_BF1_Base,SUCCESS,15.0,60.0,,33846.0,0.3781,0.42,Jan  7 12:16,Jan  8 02:53,,,,,,,,,,
SS1004_PP172_SM2_BF1_Base,SUCCESS,15.0,60.0,,34521.0,0.3808,2.23,Jan  1 01:22,Jan  1 16:06,,,,,,,,,,
SS1004_PP230_SM4_BF1_Base,SUCCESS,16.0,64.0,,32649.0,0.3598,1.29,Jan 11 18:58,Jan 12 10:33,,,,,,,,,,
SS1004_PP173_SM5_BF1_Base,SUCCESS,17.0,68.0,,32169.0,0.3556,3.19,Dec 31 23:14,Jan  1 15:42,,,,,,,,,,
SS1004_PP181_SM2_BF1_Base,SUCCESS,15.0,60.0,,33916.0,0.3767,1.16,Jan  6 16:53,Jan  7 07:03,,,,,,,,,,
SS1004_PP285_SM3_BF1_Base,SUCCESS,15.0,60.0,,33622.0,0.3701,2.23,Jan  9 12:40,Jan 10 03:28,,,,,,,,,,
SS1004_PP200_SM4_BF1_Base,SUCCESS,15.0,60.0,,33836.0,0.3789,0.81,Dec 30 16:11,Dec 31 06:49,,,,,,,,,,
SS1004_PP194_SM5_BF1_Base,SUCCESS,15.0,60.0,,32828.0,0.3654,0.48,Dec 30 15:34,Dec 31 05:44,,,,,,,,,,
SS1004_PP215_SM4_BF1_Base,SUCCESS,14.0,56.0,,34643.0,0.3876,0.39,Jan  1 05:55,Jan  1 19:40,,,,,,,,,,
SS1004_PP239_SM1_BF1_Base,SUCCESS,15.0,60.0,,32599.0,0.3621,0.41,Jan 10 16:55,Jan 11 07:18,,,,,,,,,,
SS1004_PP162_SM4_BF1_Base,SUCCESS,15.0,60.0,,32039.0,0.3559,1.23,Jan  8 13:52,Jan  9 04:21,,,,,,,,,,
SS1004_PP241_SM5_BF1_Base,SUCCESS,16.0,64.0,,49247.0,0.5469,1.29,Dec 30 16:07,Dec 31 07:28,,,,,,,,,,
SS1004_PP299_SM3_BF1_Base,SUCCESS,14.0,56.0,,31233.0,0.3473,1.21,Jan  1 00:01,Jan  1 13:32,,,,,,,,,,
SS1004_PP305_SM2_BF1_Base,SUCCESS,19.0,76.0,,34457.0,0.3851,1.94,Jan  8 13:54,Jan  9 07:59,,,,,,,,,,
SS1004_PP221_SM2_BF1_Base,SUCCESS,15.0,60.0,,32939.0,0.3705,0.22,Jan 11 18:58,Jan 12 09:06,,,,,,,,,,
SS1004_PP194_SM4_BF1_Base,SUCCESS,15.0,60.0,,33064.0,0.3681,0.4,Jan  9 12:40,Jan 10 03:16,,,,,,,,,,
SS1004_PP245_SM3_BF1_Base,SUCCESS,14.0,56.0,,32131.0,0.3553,0.3,Jan 11 18:57,Jan 12 08:46,,,,,,,,,,
