folder,status,duration,su,failure_reason,vol_error_af,vol_error_pct,max_wsel_err,start_time,end_time,clean_failure_info,max_wse,max_depth,max_velocity,max_volume,max_flow_balance,max_wind,max_bc_flow,max_bc_stage,max_cum_prcp
SS1462_PP350_SM4_BF1_Base,N/A,N/A,N/A,N/A,31799.654296875,0.6461350917816162,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,80.18,N/A,558029632.0,136128.34375,N/A,5520.0,3.6906988620758057,11.26228141784668
SS1462_PP361_SM3_BF1_Base,N/A,N/A,N/A,N/A,34051.78515625,0.7198517918586731,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,40.86,N/A,558029632.0,136256.0625,N/A,4460.0,3.6906988620758057,5.433454513549805
SS1462_PP358_SM4_BF1_Base,N/A,N/A,N/A,N/A,35315.32421875,0.7455608248710632,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,80.03,N/A,558029632.0,136081.484375,N/A,5220.0,3.6906988620758057,4.710768222808838
SS1462_PP363_SM3_BF1_Base,N/A,N/A,N/A,N/A,28891.18359375,0.6087450981140137,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.37,N/A,558029632.0,135749.390625,N/A,8160.0,3.6906988620758057,2.919703722000122
SS1462_PP364_SM3_BF1_Base,N/A,N/A,N/A,N/A,30728.71875,0.6484054923057556,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.41,N/A,558029632.0,136142.21875,N/A,4560.0,3.6906988620758057,3.363771438598633
SS1462_PP354_SM3_BF1_Base,N/A,N/A,N/A,N/A,28869.875,0.6052860021591187,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,80.04,N/A,558029632.0,135863.25,N/A,11500.0,3.6906988620758057,4.868194580078125
SS1462_PP366_SM2_BF1_Base,N/A,N/A,N/A,N/A,37686.84765625,0.7886598110198975,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.31,N/A,558029632.0,136186.9375,N/A,6290.0,3.6906988620758057,9.182668685913086
SS1462_PP372_SM3_BF1_Base,N/A,N/A,N/A,N/A,35032.09765625,0.7216134667396545,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.69,N/A,558029632.0,136037.09375,N/A,8770.0,3.6906988620758057,6.93198299407959
SS1462_PP374_SM4_BF1_Base,N/A,N/A,N/A,N/A,34502.16015625,0.7041542530059814,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,38.36,N/A,558029632.0,135554.046875,N/A,7450.0,3.6906988620758057,7.198452949523926
SS1462_PP369_SM3_BF1_Base,N/A,N/A,N/A,N/A,35697.17578125,0.7536787390708923,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.35,N/A,558029632.0,135815.421875,N/A,10700.0,3.6906988620758057,3.2646453380584717
SS1462_PP379_SM3_BF1_Base,N/A,N/A,N/A,N/A,32659.119140625,0.6907720565795898,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,41.32,N/A,558029632.0,136086.234375,N/A,4720.0,3.6906988620758057,6.435662269592285
SS1462_PP375_SM4_BF1_Base,N/A,N/A,N/A,N/A,35578.14453125,0.7498447299003601,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,54.77,N/A,558029632.0,136053.703125,N/A,7020.0,3.6906988620758057,4.356038570404053
SS1462_PP373_SM3_BF1_Base,N/A,N/A,N/A,N/A,37189.671875,0.7680452466011047,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.8,N/A,558029632.0,135836.234375,N/A,7020.0,3.6906988620758057,7.515651702880859
SS1462_PP376_SM4_BF1_Base,N/A,N/A,N/A,N/A,35474.8515625,0.7337085008621216,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.4,N/A,558029632.0,136080.4375,N/A,6660.0,3.6906988620758057,7.052199363708496
SS1462_PP380_SM5_BF1_Base,N/A,N/A,N/A,N/A,34611.9375,0.6646026372909546,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,46.9,N/A,558029632.0,135836.703125,N/A,10600.0,3.6906988620758057,8.920318603515625
SS1462_PP384_SM4_BF1_Base,N/A,N/A,N/A,N/A,34270.375,0.7164353728294373,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,80.62,N/A,558029632.0,136135.671875,N/A,6430.0,3.6906988620758057,5.317553520202637
SS1462_PP385_SM3_BF1_Base,N/A,N/A,N/A,N/A,31393.943359375,0.6641449332237244,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.29,N/A,558029632.0,135850.09375,N/A,6080.0,3.6906988620758057,6.304059028625488
SS1462_PP383_SM2_BF1_Base,N/A,N/A,N/A,N/A,36258.0078125,0.7671545743942261,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,79.27,N/A,558029632.0,135797.4375,N/A,5277.89013671875,3.6906988620758057,5.376317501068115
SS1462_PP388_SM3_BF1_Base,N/A,N/A,N/A,N/A,27873.69921875,0.5826171040534973,0.0,05Jul2000 08:00:00,16Jul2000 00:00:00,N/A,327.6592712402344,80.58,N/A,558029632.0,136086.8125,N/A,6170.0,3.6906988620758057,6.611875534057617
