Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Wind (ft/s),Mean BC (ft),Max BC (ft),Max Cum PRCP (inc)
clean_SS0114_PP017_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP012_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP458_SM5_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP096_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP129_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP041_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP002_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP339_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP418_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP238_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP167_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP319_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP058_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP180_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP351_SM4_BF1_Base,Success,14h 39m 8s,45,,42136.,0.4745,0.83,Dec 31 09:59,Jan 01 00:38,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP414_SM2_BF1_Base,Success,N/A,0,,43426.,0.4870,0.24,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0116_PP122_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0116_PP302_SM5_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0116_PP450_SM5_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP458_SM2_BF1_Base,Failed,12h 52m 59s,0,,N/A,N/A,N/A,Dec 31 07:47,Dec 31 20:40,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x15f6fca2, total write size = 4906, bytes this sub-write = 4906, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0118_PP496_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0119_PP013_SM3_BF1_Base,Success,15h 22m 34s,48,,35183.,0.3751,0.81,Dec 31 10:27,Jan 01 01:49,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0119_PP014_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0119_PP043_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0115_PP299_SM4_BF1_Base,Failed,12h 44m 2s,0,,N/A,N/A,N/A,Dec 31 14:06,Jan 01 02:51,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x16c2508b, total write size = 1181465, bytes this sub-write = 1181465, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",327.66,5.8,5.83,569548992.0,134900.12,N/A,N/A,N/A,N/A
clean_SS0119_PP105_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP104_SM1_BF1_Base,Success,15h 7m 12s,48,,42453.,0.4789,0.27,Jan 01 04:11,Jan 01 19:18,,327.66,26.76,106.38,571679744.0,134277.98,N/A,N/A,N/A,5.72
clean_SS0114_PP280_SM1_BF1_Base,Success,13h 56m 14s,42,,42252.,0.4742,1.22,Jan 01 05:41,Jan 01 19:37,,327.66,54.48,106.38,571679744.0,134700.72,N/A,N/A,N/A,5.9
clean_SS0119_PP247_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP061_SM4_BF1_Base,Success,15h 22m 18s,48,,41764.,0.4698,0.61,Jan 01 01:48,Jan 01 17:10,,327.66,21.03,64.64,571679744.0,134689.33,N/A,N/A,N/A,3.52
clean_SS0114_PP166_SM5_BF1_Base,Success,14h 31m 57s,45,,42735.,0.4837,0.80,Dec 31 22:08,Jan 01 12:40,,327.66,79.36,53.29,571679744.0,134544.36,N/A,N/A,N/A,2.69
clean_SS0119_PP319_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP115_SM3_BF1_Base,Success,14h 58m 25s,45,,43526.,0.4847,0.56,Dec 31 21:09,Jan 01 12:07,,327.66,43.17,53.28,571679744.0,136402.75,N/A,N/A,N/A,4.18
clean_SS0114_PP062_SM2_BF1_Base,Success,14h 3m 24s,45,,42898.,0.4824,0.40,Jan 01 03:30,Jan 01 17:33,,327.66,50.44,106.38,571679744.0,134665.52,N/A,N/A,N/A,4.49
clean_SS0119_PP477_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0114_PP057_SM4_BF1_Base,Success,14h 30m 39s,45,,42362.,0.4714,0.50,Jan 01 05:30,Jan 01 20:01,,327.66,79.36,41.12,571679744.0,135991.27,N/A,N/A,N/A,4.75
clean_SS0114_PP002_SM4_BF1_Base,Success,15h 8m 3s,48,,43123.,0.4847,0.87,Dec 31 21:42,Jan 01 12:50,,327.66,53.85,106.38,571679744.0,134738.42,N/A,N/A,N/A,4.22
clean_SS0114_PP380_SM2_BF1_Base,Success,17h 30m 52s,54,,43088.,0.4805,0.34,Dec 30 15:52,Dec 31 09:23,,327.66,25.72,106.39,571679744.0,134190.94,N/A,N/A,N/A,6.63
clean_SS0114_PP287_SM4_BF1_Base,Success,14h 33m 36s,45,,42461.,0.4720,0.31,Dec 30 15:50,Dec 31 06:24,,327.66,28.76,64.65,571679744.0,134897.66,N/A,N/A,N/A,9.42
clean_SS0114_PP228_SM1_BF1_Base,Success,14h 28m 43s,45,,42838.,0.4812,0.84,Jan 01 02:59,Jan 01 17:28,,327.66,65.58,47.69,571679744.0,134870.05,N/A,N/A,N/A,4.01
clean_SS0120_PP090_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0118_PP303_SM4_BF1_Base,Success,19h 7m 20s,60,,45245.,0.3906,0.91,Dec 31 21:57,Jan 01 17:04,,327.66,79.37,40.81,580647744.0,168593.88,N/A,N/A,N/A,8.56
clean_SS0120_PP158_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP183_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0119_PP083_SM5_BF1_Base,Success,14h 33m 48s,45,,34358.,0.3623,0.43,Dec 30 16:21,Dec 31 06:55,,327.66,25.43,106.37,560894912.0,124356.86,N/A,N/A,N/A,4.98
clean_SS0114_PP172_SM1_BF1_Base,Success,14h 39m 13s,45,,43152.,0.4792,0.43,Dec 30 15:50,Dec 31 06:29,,327.66,17.58,106.39,571679744.0,134934.64,N/A,N/A,N/A,2.8
clean_SS0115_PP059_SM3_BF1_Base,Success,17h 39m 19s,54,,62206.,0.6035,0.16,Dec 30 16:29,Dec 31 10:08,,327.66,14.81,109.94,569548992.0,138854.31,N/A,N/A,N/A,12.47
clean_SS0119_PP266_SM3_BF1_Base,Failed,10h 44m 38s,0,,N/A,N/A,N/A,Dec 31 10:09,Dec 31 20:54,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x15dbd762, total write size = 552777, bytes this sub-write = 552777, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",327.66,5.42,5.74,560894912.0,124986.2,N/A,N/A,N/A,N/A
clean_SS0119_PP176_SM2_BF1_Base,Success,13h 9m 46s,42,,34774.,0.3663,0.46,Jan 01 04:47,Jan 01 17:56,,327.66,29.94,47.56,560894912.0,124627.46,N/A,N/A,N/A,2.97
clean_SS0119_PP124_SM3_BF1_Base,Success,14h 40m 57s,45,,34220.,0.3627,1.64,Dec 31 13:56,Jan 01 04:37,,327.66,10.42,70.04,560894912.0,124720.16,N/A,N/A,N/A,2.65
clean_SS0119_PP259_SM5_BF1_Base,Success,12h 54m 52s,39,,33824.,0.3611,0.54,Dec 31 22:05,Jan 01 11:00,,327.66,40.41,46.77,560894912.0,124918.28,N/A,N/A,N/A,1.48
clean_SS0120_PP271_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP276_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP253_SM3_BF1_Base,Failed,13h 56m 29s,0,,N/A,N/A,N/A,Dec 31 05:50,Dec 31 19:47,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0119_PP350_SM3_BF1_Base,Success,14h 48m 13s,45,,34083.,0.3611,0.49,Jan 01 00:50,Jan 01 15:39,,327.66,79.32,53.29,560894912.0,124530.53,N/A,N/A,N/A,3.98
clean_SS0120_PP394_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP401_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP085_SM2_BF1_Base,Success,14h 5m 22s,45,,32090.,0.3416,0.85,Dec 30 15:39,Dec 31 05:44,,327.66,11.02,50.22,555323648.0,246436.81,N/A,N/A,N/A,0.86
clean_SS0120_PP066_SM1_BF1_Base,Success,13h 58m 53s,42,,32210.,0.3439,0.73,Jan 01 04:20,Jan 01 18:19,,327.66,26.78,41.26,555323520.0,245937.83,N/A,N/A,N/A,1.21
clean_SS0120_PP472_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP002_SM1_BF1_Base,Success,14h 46m 45s,45,,32283.,0.3452,0.45,Jan 01 06:31,Jan 01 21:18,,327.66,40.05,45.54,555323520.0,244541.0,N/A,N/A,N/A,0.61
clean_SS0122_PP022_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0123_PP217_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0126_PP071_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0127_PP213_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP002_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP019_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP249_SM1_BF1_Base,Failed,4h 9m 25s,0,,N/A,N/A,N/A,Dec 31 19:53,Jan 01 00:02,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x121525dc, total write size = 546576, bytes this sub-write = 546576, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",327.66,9.68,6.98,555323520.0,227589.08,N/A,N/A,N/A,N/A
clean_SS0120_PP203_SM2_BF1_Base,Success,14h 39m 1s,45,,32232.,0.3445,0.41,Jan 01 03:26,Jan 01 18:05,,327.66,9.71,106.38,555323648.0,230546.86,N/A,N/A,N/A,1.36
clean_SS0128_PP050_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP062_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP074_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP127_SM2_BF1_Base,Success,15h 34m 17s,48,,32055.,0.3409,0.77,Dec 30 15:58,Dec 31 07:32,,327.66,77.52,45.86,555323648.0,238495.72,N/A,N/A,N/A,1.75
clean_SS0128_PP099_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP109_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP040_SM2_BF1_Base,Success,14h 19m 11s,45,,32274.,0.3423,0.44,Dec 30 15:38,Dec 31 05:57,,327.66,20.08,64.73,555323648.0,243496.42,N/A,N/A,N/A,0.62
clean_SS0128_PP195_SM3_BF1_Base,Failed,13h 17m 31s,0,,N/A,N/A,N/A,Dec 31 13:53,Jan 01 03:10,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x15b550c2, total write size = 1198585, bytes this sub-write = 1198585, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP248_SM3_BF1_Base,Success,16h 10m 55s,51,,37033.,0.3689,1.03,Dec 31 08:07,Jan 01 00:18,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP033_SM2_BF1_Base,Success,14h 26m 24s,45,,32606.,0.3467,0.25,Jan 01 04:05,Jan 01 18:31,,327.66,9.82,106.38,555323648.0,241265.92,N/A,N/A,N/A,2.04
clean_SS0120_PP207_SM2_BF1_Base,Success,14h 51m 40s,45,,32468.,0.3466,0.31,Dec 31 04:36,Dec 31 19:28,,327.66,9.83,56.33,555323648.0,235670.98,N/A,N/A,N/A,1.3
clean_SS0119_PP453_SM4_BF1_Base,Success,14h 56m 35s,45,,35088.,0.3733,1.01,Jan 01 04:13,Jan 01 19:09,,327.66,12.11,106.39,560894912.0,125104.39,N/A,N/A,N/A,1.63
clean_SS0120_PP212_SM3_BF1_Base,Success,14h 15m 39s,45,,31699.,0.3369,1.24,Dec 31 22:46,Jan 01 13:02,,327.66,79.5,41.11,555323520.0,242071.31,N/A,N/A,N/A,2.18
clean_SS0128_PP320_SM4_BF1_Base,Failed,10h 12m 18s,0,,N/A,N/A,N/A,Dec 31 10:47,Dec 31 21:00,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x160d7164, total write size = 577546, bytes this sub-write = 577546, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP332_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP354_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP187_SM2_BF1_Base,Success,14h 4m 44s,45,,31950.,0.3415,0.23,Dec 30 16:09,Dec 31 06:14,,327.66,13.11,64.72,555323648.0,244556.23,N/A,N/A,N/A,0.89
clean_SS0128_PP371_SM4_BF1_Base,Failed,12h 2m 2s,0,,N/A,N/A,N/A,Dec 31 07:55,Dec 31 19:57,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x167e69eb, total write size = 1204931, bytes this sub-write = 1204931, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP375_SM4_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP234_SM1_BF1_Base,Success,13h 49m 44s,42,,32271.,0.3413,0.25,Jan 01 02:48,Jan 01 16:37,,327.66,9.82,67.13,555773952.0,242247.86,N/A,N/A,N/A,0.74
clean_SS0128_PP396_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP433_SM3_BF1_Base,Success,18h 7m 7s,57,,32261.,0.3445,1.23,Dec 30 15:41,Dec 31 09:48,,327.66,79.29,41.14,555323520.0,244071.84,N/A,N/A,N/A,2.26
clean_SS0120_PP342_SM2_BF1_Base,Success,13h 21m 10s,42,,32233.,0.3428,0.57,Jan 01 00:53,Jan 01 14:14,,327.66,9.79,56.26,555323648.0,245295.89,N/A,N/A,N/A,1.41
clean_SS0128_PP455_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP491_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0130_PP025_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0130_PP025_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0130_PP025_SM4_BF1_Base,Failed,9h 55m 8s,0,,N/A,N/A,N/A,Dec 31 13:40,Dec 31 23:35,", filename = 'COJCOMPOUNDCOMPUTET.p01.tmp.hdf', file descriptor = 3, errno = 122, error message = 'Disk quota exceeded', buf = 0x1602c2bd, total write size = 1200046, bytes this sub-write = 1200046, bytes actually written = 18446744073709551615, offset = 0 HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP341_SM4_BF1_Base,Success,14h 17m 49s,45,,32562.,0.3479,0.42,Dec 30 16:12,Dec 31 06:30,,327.66,22.44,64.68,555323520.0,244656.86,N/A,N/A,N/A,0.96
clean_SS0131_PP074_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0120_PP458_SM1_BF1_Base,Success,14h 6m 58s,45,,32358.,0.3418,0.54,Jan 01 04:02,Jan 01 18:09,,327.66,43.62,109.97,555323520.0,233052.94,N/A,N/A,N/A,1.34
clean_SS0131_PP273_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0122_PP020_SM4_BF1_Base,Success,17h 55m 32s,54,,140810.,0.9809,2.22,Dec 31 23:34,Jan 01 17:29,,327.66,80.05,53.29,630025024.0,178888.08,N/A,N/A,N/A,24.22
clean_SS0128_PP252_SM3_BF1_Base,Success,17h 3m 24s,54,,36929.,0.3737,0.23,Dec 30 15:51,Dec 31 08:54,,327.66,79.29,106.38,572109184.0,133180.06,N/A,N/A,N/A,3.2
clean_SS0133_PP150_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0133_PP223_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP319_SM3_BF1_Base,Success,14h 49m 39s,45,,37187.,0.3744,1.37,Dec 31 08:05,Dec 31 22:55,,327.66,79.44,40.83,572109184.0,132796.47,N/A,N/A,N/A,3.7
clean_SS0136_PP021_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP044_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP047_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP059_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP279_SM2_BF1_Base,Success,17h 24m 35s,54,,37979.,0.3823,3.19,Dec 30 15:51,Dec 31 09:16,,327.66,80.61,33.08,572109184.0,132735.69,N/A,N/A,N/A,5.31
clean_SS0136_PP071_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP091_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP046_SM3_BF1_Base,Success,17h 20m 22s,54,,37701.,0.3796,0.38,Dec 30 15:56,Dec 31 09:17,,327.66,79.28,109.93,572109184.0,132919.84,N/A,N/A,N/A,2.52
clean_SS0128_PP266_SM3_BF1_Base,Success,16h 35m 4s,51,,37142.,0.3729,0.72,Dec 31 09:24,Jan 01 01:59,,327.66,80.09,59.67,572109184.0,132579.45,N/A,N/A,N/A,3.6
clean_SS0136_PP169_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP184_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP192_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP158_SM2_BF1_Base,Success,17h 50m 59s,54,,37787.,0.3802,0.60,Dec 30 15:50,Dec 31 09:41,,327.66,79.3,56.94,572109184.0,132627.28,N/A,N/A,N/A,5.33
clean_SS0128_PP356_SM3_BF1_Base,Success,16h 5m 19s,51,,37161.,0.3765,0.36,Dec 30 16:27,Dec 31 08:32,,327.66,79.28,106.38,572109184.0,133351.22,N/A,N/A,N/A,3.84
clean_SS0136_PP226_SM3_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP247_SM3_BF1_Base,Failed,0h 0m 8s,0,,N/A,N/A,N/A,Dec 31 22:54,Dec 31 22:54,HDF5-DIAG: Error detected in HDF5 (1.10.8) thread 0: HDF_ERROR trying to use HDF output file HDF_ERROR trying to close HDF output file:,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP257_SM2_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0136_PP259_SM1_BF1_Base,Failed,N/A,0,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clean_SS0128_PP391_SM5_BF1_Base,Success,15h 45m 43s,48,,37059.,0.3725,1.13,Jan 01 12:56,Jan 02 04:42,,327.66,79.79,45.52,572109184.0,133012.92,N/A,N/A,N/A,4.7
