Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info
S1487,Success,8h 48m 34s,27,,16936.,0.2373,2.92,Jul 23 17:19,Jul 24 02:08,
S1488,Success,9h 18m 34s,30,,21285.,0.2820,2.24,Jul 23 17:24,Jul 24 02:42,
S1489,Success,8h 56m 32s,27,,20398.,0.2983,0.63,Jul 23 17:22,Jul 24 02:18,
S1490,Success,3h 50m 2s,12,,8294.,0.1954,0.09,Jul 23 17:17,Jul 23 21:07,
S1581,Success,8h 55m 5s,27,,17457.,0.2572,0.55,Jul 23 17:23,Jul 24 02:18,
S1582,Success,10h 17m 15s,33,,17031.,0.2904,0.36,Jul 23 17:20,Jul 24 03:37,
S1583,Success,7h 23m 49s,24,,18533.,0.2849,0.34,Jul 23 17:22,Jul 24 00:46,
S1584,Success,13h 37m 27s,42,,21261.,0.2802,2.35,Jul 23 17:25,Jul 24 07:03,
S1585,Success,11h 12m 15s,36,,17430.,0.2593,0.15,Jul 23 17:22,Jul 24 04:34,
S1586,Success,11h 31m 11s,36,,19974.,0.3210,0.14,Jul 23 17:24,Jul 24 04:55,
S1587,Success,4h 35m 15s,15,,9925.,0.2142,0.18,Jul 23 17:18,Jul 23 21:54,
S1588,Success,8h 13m 14s,27,,19996.,0.3231,0.12,Jul 23 17:23,Jul 24 01:37,
S1589,Success,10h 15m 19s,33,,21579.,0.2850,2.41,Jul 23 17:25,Jul 24 03:41,
S1590,Success,11h 19m 37s,36,,22682.,0.2972,3.39,Jul 23 17:24,Jul 24 04:43,
S1591,Success,7h 17m 25s,24,,17258.,0.2802,2.88,Jul 23 17:23,Jul 24 00:41,
S1592,Success,7h 13m 39s,24,,16786.,0.2345,0.87,Jul 23 17:24,Jul 24 00:37,
S1593,Success,7h 30m 42s,24,,17767.,0.2768,1.39,Jul 23 17:24,Jul 24 00:55,
S1594,Success,5h 39m 4s,18,,13068.,0.2212,1.22,Jul 23 17:22,Jul 23 23:01,
S1595,Success,10h 58m 33s,33,,20696.,0.2747,2.43,Jul 23 17:29,Jul 24 04:28,
S1596,Success,7h 20m 58s,24,,13461.,0.2461,2.85,Jul 23 17:22,Jul 24 00:43,
S1597,Success,12h 38m 57s,39,,23028.,0.2802,4.49,Jul 23 17:27,Jul 24 06:06,
S1598,Success,11h 22m 59s,36,,19778.,0.2737,2.90,Jul 23 17:26,Jul 24 04:49,
S1599,Success,12h 12m 45s,39,,21617.,0.2845,2.25,Jul 23 17:28,Jul 24 05:41,
S1600,Success,10h 47m 25s,33,,22456.,0.2915,2.33,Jul 23 17:32,Jul 24 04:19,
S1601,Success,7h 2m 14s,24,,16426.,0.2403,3.46,Jul 23 17:24,Jul 24 00:26,
S1602,Success,4h 34m 15s,15,,10679.,0.2078,1.24,Jul 23 17:23,Jul 23 21:58,
S1603,Success,3h 40m 5s,12,,8431.,0.1867,0.33,Jul 23 17:22,Jul 23 21:02,
S1604,Success,6h 14m 18s,21,,16857.,0.2859,0.10,Jul 23 17:25,Jul 23 23:39,
S1605,Success,9h 21m 38s,30,,22697.,0.2975,2.42,Jul 23 17:29,Jul 24 02:51,
S1606,Success,7h 11m 13s,24,,19176.,0.2786,1.44,Jul 23 17:24,Jul 24 00:35,
S1607,Success,7h 5m 54s,24,,17910.,0.2541,0.43,Jul 23 17:25,Jul 24 00:31,
S1608,Success,11h 14m 10s,36,,17966.,0.2488,1.25,Jul 23 17:25,Jul 24 04:39,
S1609,Success,8h 53m 10s,27,,14619.,0.2199,1.06,Jul 23 17:23,Jul 24 02:16,
S1610,Success,10h 57m 20s,33,,18596.,0.2652,0.24,Jul 23 17:26,Jul 24 04:23,
S1611,Success,7h 11m 7s,24,,16904.,0.2578,2.92,Jul 23 17:28,Jul 24 00:39,
S1612,Success,5h 17m 41s,18,,9183.,0.1863,0.13,Jul 23 17:25,Jul 23 22:43,
S1613,Success,8h 29m 10s,27,,19854.,0.3043,0.87,Jul 23 17:27,Jul 24 01:57,
S1614,Success,10h 4m 54s,33,,28110.,0.3828,2.98,Jul 23 17:31,Jul 24 03:36,
S1615,Success,10h 6m 38s,33,,22418.,0.2869,0.88,Jul 23 17:31,Jul 24 03:37,
S1616,Success,9h 19m 41s,30,,20726.,0.2654,2.70,Jul 23 17:28,Jul 24 02:47,
S1617,Success,9h 35m 23s,30,,19479.,0.2868,1.49,Jul 23 17:29,Jul 24 03:04,
S1618,Success,6h 28m 23s,21,,12316.,0.2400,0.18,Jul 23 17:26,Jul 23 23:54,
S1619,Success,10h 15m 20s,33,,16154.,0.2293,3.68,Jul 23 17:27,Jul 24 03:43,
S1620,Success,12h 20m 36s,39,,20797.,0.2762,2.40,Jul 23 17:33,Jul 24 05:54,
S1621,Success,11h 0m 58s,36,,24689.,0.3563,4.26,Jul 23 17:28,Jul 24 04:29,
S1622,Success,9h 43m 15s,30,,29085.,0.3813,2.18,Jul 23 17:34,Jul 24 03:17,
S1623,Success,8h 49m 41s,27,,21913.,0.3088,2.68,Jul 23 17:31,Jul 24 02:21,
S1624,Success,7h 55m 14s,24,,20346.,0.2898,2.59,Jul 23 17:29,Jul 24 01:24,
S1625,Success,5h 56m 42s,18,,13144.,0.2395,2.26,Jul 23 17:26,Jul 23 23:23,
S1626,Success,7h 35m 30s,24,,17048.,0.2498,0.21,Jul 23 17:28,Jul 24 01:04,
S1627,Success,6h 9m 59s,21,,13932.,0.2400,0.35,Jul 23 17:26,Jul 23 23:36,
S1628,Success,6h 43m 51s,21,,16853.,0.3048,0.05,Jul 23 17:29,Jul 24 00:13,
S1629,Success,12h 23m 45s,39,,22009.,0.2939,2.88,Jul 23 17:30,Jul 24 05:54,
S1630,Success,7h 10m 7s,24,,21079.,0.3039,2.80,Jul 23 17:27,Jul 24 00:37,
S1631,Success,9h 27m 13s,30,,25950.,0.3405,2.38,Jul 23 17:37,Jul 24 03:04,
S1632,Success,7h 7m 46s,24,,18342.,0.2703,0.62,Jul 23 17:32,Jul 24 00:40,
S1633,Success,6h 35m 40s,21,,16524.,0.2566,2.63,Jul 23 17:31,Jul 24 00:07,
S1634,Success,7h 46m 38s,24,,20502.,0.2790,0.17,Jul 23 17:34,Jul 24 01:21,
S1635,Success,6h 25m 35s,21,,16379.,0.2701,0.97,Jul 23 17:31,Jul 23 23:57,
S1636,Success,3h 50m 16s,12,,9127.,0.1970,0.42,Jul 23 17:29,Jul 23 21:20,
S1637,Success,10h 36m 49s,33,,17482.,0.2819,1.46,Jul 23 17:32,Jul 24 04:09,
S1638,Success,8h 4m 42s,27,,23503.,0.3114,2.47,Jul 23 17:35,Jul 24 01:40,
S1639,Success,6h 47m 26s,21,,18014.,0.2717,0.93,Jul 23 17:31,Jul 24 00:19,
S1640,Success,6h 30m 28s,21,,16649.,0.2507,0.13,Jul 23 17:31,Jul 24 00:01,
S1641,Success,7h 46m 12s,24,,21198.,0.2815,2.18,Jul 23 17:36,Jul 24 01:22,
S1642,Success,4h 54m 2s,15,,13379.,0.2481,0.19,Jul 23 17:30,Jul 23 22:24,
S1643,Success,6h 19m 26s,21,,17762.,0.2877,0.15,Jul 23 17:33,Jul 23 23:53,
S1644,Success,3h 24m 14s,12,,8196.,0.1791,0.15,Jul 24 01:45,Jul 24 05:09,
