Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info
ntc_1987-03-08,Success,21h 32m 58s,66,,117059.,1.811,2.57,Nov 10 16:23,Nov 11 13:56,
ntc_1987-03-11,Success,19h 1m 16s,60,,125855.,2.063,367.92,Nov 10 16:23,Nov 11 11:24,
ntc_1987-03-17,Success,14h 30m 6s,45,,40394.,0.6591,0.76,Nov 10 16:21,Nov 11 06:51,
ntc_1987-03-20,Success,13h 54m 41s,42,,53225.,0.8346,0.85,Nov 10 16:21,Nov 11 06:16,
ntc_1988-01-03,Success,14h 19m 58s,45,,51630.,0.8607,1.14,Nov 10 16:19,Nov 11 06:39,
ntc_1988-01-11,Failed,6h 6m 29s,0,,539219.,13.04,1.31,Nov 10 16:33,Nov 10 22:40,Overall Volume Accounting Error in Acre Feet: 539219. Overall Volume Accounting Error as percentage: 13.04 The maximum cell wsel error was 1.31
ntc_1988-02-11,Success,23h 32m 0s,72,,99838.,1.687,0.66,Nov 10 16:21,Nov 11 15:53,
ntc_1988-05-27,Success,15h 16m 41s,48,,59767.,1.026,0.83,Nov 10 16:21,Nov 11 07:37,
ntc_1988-06-04,Success,15h 23m 49s,48,,43426.,0.6712,37.20,Nov 10 16:20,Nov 11 07:44,
ntc_1988-09-08,Failed,9h 50m 48s,0,,370635.,8.553,2.89,Nov 10 16:21,Nov 11 02:12,Overall Volume Accounting Error in Acre Feet: 370635. Overall Volume Accounting Error as percentage: 8.553 The maximum cell wsel error was 2.89
ntc_1988-10-08,Success,17h 28m 24s,54,,79252.,1.219,2.82,Nov 10 16:20,Nov 11 09:48,
ntc_1988-12-12,Success,17h 20m 58s,54,,53302.,0.8591,23.80,Nov 10 16:19,Nov 11 09:40,
ntc_1989-01-23,Failed,9h 2m 21s,0,,2987490.,63.99,0.41,Nov 10 16:19,Nov 11 01:21,Overall Volume Accounting Error in Acre Feet: 2987490. Overall Volume Accounting Error as percentage: 63.99 The maximum cell wsel error was 0.41
ntc_1989-02-18,Failed,15h 46m 45s,0,,39633.,0.6721,1.32,Nov 10 16:19,Nov 11 08:05,Overall Volume Accounting Error in Acre Feet: 39633. Overall Volume Accounting Error as percentage: 0.6721 The maximum cell wsel error was 1.32
ntc_1989-03-03,Failed,9h 10m 52s,0,,233803.,5.279,0.61,Nov 10 16:33,Nov 11 01:44,Overall Volume Accounting Error in Acre Feet: 233803. Overall Volume Accounting Error as percentage: 5.279 The maximum cell wsel error was 0.61
ntc_1989-03-10,Success,19h 18m 17s,60,,107142.,1.648,0.40,Nov 10 16:18,Nov 11 11:37,
ntc_1989-03-23,Success,15h 59m 8s,48,,53038.,0.9060,11.54,Nov 10 16:20,Nov 11 08:19,
ntc_1989-05-29,Success,15h 38m 54s,48,,69162.,1.140,0.37,Nov 10 16:32,Nov 11 08:11,
ntc_1989-07-01,Success,18h 31m 44s,57,,35978.,0.5461,13.04,Nov 10 16:33,Nov 11 11:05,
ntc_1989-10-29,Success,16h 42m 59s,51,,92289.,1.470,0.79,Nov 10 16:19,Nov 11 09:02,
ntc_1989-12-23,Success,19h 10m 13s,60,,75248.,1.213,6.87,Nov 10 16:21,Nov 11 11:31,
ntc_1990-02-21,Failed,12h 55m 5s,0,,57732.,1.222,3.82,Nov 10 16:19,Nov 11 05:14,Overall Volume Accounting Error in Acre Feet: 57732. Overall Volume Accounting Error as percentage: 1.222 The maximum cell wsel error was 3.82
ntc_1990-03-08,Success,16h 4m 32s,51,,80823.,1.268,0.85,Nov 10 16:19,Nov 11 08:23,
ntc_1990-07-28,Success,17h 38m 27s,54,,51427.,0.8181,0.37,Nov 10 16:20,Nov 11 09:58,
ntc_1991-01-05,Success,14h 47m 46s,45,,42740.,0.6551,0.84,Nov 10 16:19,Nov 11 07:07,
ntc_1991-01-09,Failed,13h 8m 18s,0,,270223.,4.608,0.50,Nov 10 16:20,Nov 11 05:28,Overall Volume Accounting Error in Acre Feet: 270223. Overall Volume Accounting Error as percentage: 4.608 The maximum cell wsel error was 0.50
ntc_1991-01-25,Success,21h 32m 8s,66,,68985.,1.056,3.85,Nov 10 16:19,Nov 11 13:51,
ntc_1991-02-02,Success,20h 27m 4s,63,,88489.,1.352,2.11,Nov 10 16:19,Nov 11 12:46,
ntc_1991-02-10,Success,16h 14m 54s,51,,93424.,1.581,1.16,Nov 10 16:20,Nov 11 08:35,
ntc_1991-03-09,Failed,6h 16m 27s,0,,56923.,1.430,3.19,Nov 10 16:32,Nov 10 22:48,Overall Volume Accounting Error in Acre Feet: 56923. Overall Volume Accounting Error as percentage: 1.430 The maximum cell wsel error was 3.19
ntc_1991-05-20,Success,21h 44m 34s,66,,95713.,1.318,16.48,Nov 10 16:23,Nov 11 14:07,
ntc_1991-06-07,Success,23h 14m 44s,72,,63827.,0.9188,49.79,Nov 10 16:20,Nov 11 15:34,
ntc_1991-09-03,Failed,12h 38m 33s,0,,240485.,4.627,0.94,Nov 10 16:19,Nov 11 04:57,Overall Volume Accounting Error in Acre Feet: 240485. Overall Volume Accounting Error as percentage: 4.627 The maximum cell wsel error was 0.94
ntc_1991-09-22,Success,16h 8m 45s,51,,51620.,0.8067,1.91,Nov 10 16:19,Nov 11 08:27,
ntc_1991-10-02,Success,22h 45m 16s,69,,68409.,0.8455,84.90,Nov 10 16:19,Nov 11 15:04,
ntc_1991-10-29,Success,14h 57m 7s,45,,102974.,1.484,0.86,Nov 10 16:19,Nov 11 07:16,
ntc_1991-11-06,Success,16h 1m 16s,51,,63580.,0.9066,1.51,Nov 10 16:20,Nov 11 08:22,
ntc_1991-11-09,Success,15h 33m 48s,48,,67697.,0.9974,0.96,Nov 10 16:19,Nov 11 07:53,
ntc_1992-01-02,Failed,9h 9m 14s,0,,173061.,3.368,0.82,Nov 10 16:19,Nov 11 01:29,Overall Volume Accounting Error in Acre Feet: 173061. Overall Volume Accounting Error as percentage: 3.368 The maximum cell wsel error was 0.82
ntc_1992-02-06,Success,16h 32m 55s,51,,68935.,1.117,0.86,Nov 10 16:18,Nov 11 08:51,
ntc_1992-02-10,Success,20h 49m 0s,63,,68318.,1.077,0.36,Nov 10 16:20,Nov 11 13:09,
ntc_1992-04-14,Success,16h 13m 19s,51,,82575.,1.260,4.47,Nov 10 16:19,Nov 11 08:32,
ntc_1992-05-07,Success,14h 51m 36s,45,,40022.,0.6363,1.90,Nov 10 16:28,Nov 11 07:19,
ntc_1992-05-22,Failed,9h 17m 11s,0,,85456.,1.623,0.89,Nov 10 16:19,Nov 11 01:36,Overall Volume Accounting Error in Acre Feet: 85456. Overall Volume Accounting Error as percentage: 1.623 The maximum cell wsel error was 0.89
ntc_1992-05-29,Failed,11h 30m 53s,0,,284879.,5.584,1.01,Nov 10 16:32,Nov 11 04:03,Overall Volume Accounting Error in Acre Feet: 284879. Overall Volume Accounting Error as percentage: 5.584 The maximum cell wsel error was 1.01
ntc_1992-06-13,Failed,14h 4m 28s,0,,63802.,1.124,830.59,Nov 10 16:20,Nov 11 06:25,Overall Volume Accounting Error in Acre Feet: 63802. Overall Volume Accounting Error as percentage: 1.124 The maximum cell wsel error was 830.59
ntc_1992-06-18,Success,18h 59m 26s,57,,39136.,0.5778,2.79,Nov 10 16:20,Nov 11 11:20,
ntc_1992-09-15,Failed,10h 31m 3s,0,,505353.,11.21,2.66,Nov 10 16:21,Nov 11 02:52,Overall Volume Accounting Error in Acre Feet: 505353. Overall Volume Accounting Error as percentage: 11.21 The maximum cell wsel error was 2.66
ntc_1992-10-07,Failed,6h 3m 33s,0,,25020.,0.9193,0.65,Nov 10 16:19,Nov 10 22:22,Overall Volume Accounting Error in Acre Feet: 25020. Overall Volume Accounting Error as percentage: 0.9193 The maximum cell wsel error was 0.65
ntc_1992-11-10,Success,16h 13m 18s,51,,108680.,1.755,0.44,Nov 10 16:21,Nov 11 08:34,
ntc_1992-11-21,Failed,14h 6m 5s,0,,79630.,1.411,0.85,Nov 10 16:19,Nov 11 06:25,Overall Volume Accounting Error in Acre Feet: 79630. Overall Volume Accounting Error as percentage: 1.411 The maximum cell wsel error was 0.85
ntc_1992-12-16,Success,17h 3m 24s,54,,80173.,1.240,0.86,Nov 10 16:19,Nov 11 09:23,
ntc_1993-01-11,Success,22h 6m 10s,69,,70665.,1.050,368.63,Nov 10 16:19,Nov 11 14:25,
ntc_1993-01-16,Success,22h 31m 58s,69,,50103.,0.7081,1.99,Nov 10 16:19,Nov 11 14:51,
ntc_1993-01-20,Success,21h 25m 17s,66,,63025.,0.9420,1.00,Nov 10 16:19,Nov 11 13:44,
ntc_1993-01-26,Success,27h 25m 22s,84,,101976.,1.571,759.26,Nov 10 16:19,Nov 11 19:44,
ntc_1993-01-30,Success,16h 33m 36s,51,,89486.,1.404,4.12,Nov 10 16:21,Nov 11 08:54,
ntc_1993-02-02,Success,21h 29m 44s,66,,92403.,1.468,0.81,Nov 10 16:19,Nov 11 13:48,
ntc_1993-02-07,Success,15h 25m 39s,48,,44195.,0.6704,1.10,Nov 10 16:18,Nov 11 07:44,
ntc_1993-02-10,Success,17h 57m 52s,54,,76507.,1.131,1.18,Nov 10 16:19,Nov 11 10:17,
ntc_1993-03-19,Failed,7h 48m 25s,0,,124341.,3.296,4.14,Nov 10 16:19,Nov 11 00:07,Overall Volume Accounting Error in Acre Feet: 124341. Overall Volume Accounting Error as percentage: 3.296 The maximum cell wsel error was 4.14
ntc_1993-06-15,Success,16h 45m 38s,51,,89643.,1.514,49.24,Nov 10 16:32,Nov 11 09:18,
ntc_1993-10-07,Failed,8h 30m 43s,0,,43351.,0.8631,0.79,Nov 10 16:20,Nov 11 00:51,Overall Volume Accounting Error in Acre Feet: 43351. Overall Volume Accounting Error as percentage: 0.8631 The maximum cell wsel error was 0.79
ntc_1993-10-24,Success,17h 45m 15s,54,,83410.,1.197,577.46,Nov 10 16:19,Nov 11 10:04,
ntc_1993-11-26,Success,15h 40m 25s,48,,128230.,2.019,399.39,Nov 10 16:19,Nov 11 07:59,
ntc_1993-12-01,Failed,5h 37m 22s,0,,191836.,4.928,5.71,Nov 10 16:19,Nov 10 21:56,Overall Volume Accounting Error in Acre Feet: 191836. Overall Volume Accounting Error as percentage: 4.928 The maximum cell wsel error was 5.71
ntc_1994-02-14,Success,15h 40m 53s,48,,79933.,1.307,0.85,Nov 10 16:30,Nov 11 08:11,
ntc_1994-02-27,Failed,16h 46m 39s,0,,137529.,2.181,1.90,Nov 10 16:20,Nov 11 09:06,Overall Volume Accounting Error in Acre Feet: 137529. Overall Volume Accounting Error as percentage: 2.181 The maximum cell wsel error was 1.90
ntc_1994-05-20,Success,23h 28m 47s,72,,74262.,1.135,0.87,Nov 10 16:19,Nov 11 15:48,
ntc_1994-09-21,Failed,4h 57m 35s,0,,15527.,0.4211,1.04,Nov 10 16:20,Nov 10 21:18,Overall Volume Accounting Error in Acre Feet: 15527. Overall Volume Accounting Error as percentage: 0.4211 The maximum cell wsel error was 1.04
ntc_1994-10-04,Success,18h 5m 24s,57,,87689.,1.311,60.96,Nov 10 16:19,Nov 11 10:24,
ntc_1994-10-11,Success,25h 31m 4s,78,,56072.,0.7373,8.64,Nov 10 16:18,Nov 11 17:50,
ntc_1994-10-16,Failed,11h 2m 21s,0,,20114.,0.3815,3.20,Nov 10 16:19,Nov 11 03:21,Overall Volume Accounting Error in Acre Feet: 20114. Overall Volume Accounting Error as percentage: 0.3815 The maximum cell wsel error was 3.20
ntc_1994-10-29,Failed,12h 28m 50s,0,,177587.,3.035,1.53,Nov 10 16:20,Nov 11 04:48,Overall Volume Accounting Error in Acre Feet: 177587. Overall Volume Accounting Error as percentage: 3.035 The maximum cell wsel error was 1.53
ntc_1994-11-12,Failed,17h 37m 35s,0,,566485.,8.357,18.82,Nov 10 16:19,Nov 11 09:56,Overall Volume Accounting Error in Acre Feet: 566485. Overall Volume Accounting Error as percentage: 8.357 The maximum cell wsel error was 18.82
ntc_1994-12-16,Success,17h 35m 43s,54,,71466.,1.100,0.36,Nov 10 16:19,Nov 11 09:55,
ntc_1994-12-21,Success,16h 49m 31s,51,,98836.,1.468,1.90,Nov 10 16:19,Nov 11 09:08,
ntc_1994-12-31,Failed,10h 54m 17s,0,,56193.,1.055,1.15,Nov 10 16:18,Nov 11 03:13,Overall Volume Accounting Error in Acre Feet: 56193. Overall Volume Accounting Error as percentage: 1.055 The maximum cell wsel error was 1.15
ntc_1995-03-19,Success,18h 20m 0s,57,,81974.,1.261,139.67,Nov 10 16:20,Nov 11 10:40,
ntc_1995-04-07,Success,19h 22m 20s,60,,61780.,0.9468,126.27,Nov 10 16:18,Nov 11 11:41,
ntc_1995-04-14,Success,15h 1m 50s,48,,77877.,1.252,0.80,Nov 10 16:20,Nov 11 07:22,
ntc_1995-05-21,Success,16h 45m 45s,51,,76502.,1.118,2.00,Nov 10 16:19,Nov 11 09:04,
ntc_1995-05-23,Success,17h 3m 16s,54,,77597.,1.141,3.83,Nov 10 16:21,Nov 11 09:24,
ntc_1995-06-18,Success,19h 32m 36s,60,,86880.,1.262,140.03,Nov 10 16:19,Nov 11 11:51,
ntc_1995-08-10,Success,19h 39m 29s,60,,54749.,0.7989,6.63,Nov 10 16:19,Nov 11 11:58,
ntc_1995-09-06,Failed,4h 50m 11s,0,,16379.,0.3817,1.04,Nov 10 16:19,Nov 10 21:09,Overall Volume Accounting Error in Acre Feet: 16379. Overall Volume Accounting Error as percentage: 0.3817 The maximum cell wsel error was 1.04
ntc_1995-09-20,Success,19h 33m 27s,60,,46166.,0.6843,75.31,Nov 10 16:21,Nov 11 11:54,
ntc_1995-09-30,Success,21h 32m 28s,66,,57767.,0.7617,18.70,Nov 10 16:19,Nov 11 13:51,
ntc_1995-10-10,Success,18h 49m 12s,57,,97018.,1.279,411.45,Nov 10 16:21,Nov 11 11:10,
ntc_1995-10-11,Success,21h 38m 15s,66,,81896.,1.069,250.10,Nov 10 16:30,Nov 11 14:08,
ntc_1995-10-18,Success,17h 42m 14s,54,,76350.,1.076,2.90,Nov 10 16:21,Nov 11 10:03,
ntc_1995-10-20,Success,17h 43m 59s,54,,82466.,1.186,2.89,Nov 10 16:21,Nov 11 10:05,
ntc_1995-12-17,Failed,15h 25m 56s,0,,79903.,1.345,133.89,Nov 10 16:32,Nov 11 07:58,Overall Volume Accounting Error in Acre Feet: 79903. Overall Volume Accounting Error as percentage: 1.345 The maximum cell wsel error was 133.89
ntc_1996-03-11,Failed,13h 21m 34s,0,,235002.,4.720,1.02,Nov 10 16:19,Nov 11 05:40,Overall Volume Accounting Error in Acre Feet: 235002. Overall Volume Accounting Error as percentage: 4.720 The maximum cell wsel error was 1.02
ntc_1996-03-31,Failed,8h 25m 49s,0,,26629.,0.6347,49.99,Nov 10 16:21,Nov 11 00:46,Overall Volume Accounting Error in Acre Feet: 26629. Overall Volume Accounting Error as percentage: 0.6347 The maximum cell wsel error was 49.99
ntc_1996-05-31,Failed,7h 39m 2s,0,,21707.,0.5133,0.84,Nov 10 16:19,Nov 10 23:58,Overall Volume Accounting Error in Acre Feet: 21707. Overall Volume Accounting Error as percentage: 0.5133 The maximum cell wsel error was 0.84
ntc_1996-06-28,Success,20h 1m 26s,63,,47427.,0.7402,21.06,Nov 10 16:19,Nov 11 12:20,
ntc_1996-08-31,Success,20h 19m 51s,63,,38869.,0.5648,40.39,Nov 10 16:21,Nov 11 12:41,
ntc_1996-09-01,Success,21h 30m 21s,66,,39786.,0.5750,9.67,Nov 10 16:28,Nov 11 13:58,
ntc_1996-11-16,Success,14h 7m 36s,45,,134299.,2.008,0.23,Nov 10 16:19,Nov 11 06:26,
ntc_1996-12-16,Success,15h 55m 10s,48,,47577.,0.7126,2.05,Nov 10 16:19,Nov 11 08:14,
ntc_1997-01-30,Success,16h 32m 20s,51,,62440.,1.062,1.06,Nov 10 16:20,Nov 11 08:53,
ntc_1997-02-14,Success,23h 53m 12s,72,,72401.,1.078,0.81,Nov 10 16:19,Nov 11 16:12,
ntc_1997-03-24,Failed,15h 56m 17s,0,,657551.,12.66,1124.23,Nov 10 16:30,Nov 11 08:26,Overall Volume Accounting Error in Acre Feet: 657551. Overall Volume Accounting Error as percentage: 12.66 The maximum cell wsel error was 1124.23
ntc_1997-05-28,Success,20h 35m 0s,63,,112086.,1.642,1345.45,Nov 10 16:19,Nov 11 12:54,
ntc_1997-06-06,Success,19h 14m 31s,60,,73017.,1.035,38.31,Nov 10 16:19,Nov 11 11:33,
ntc_1997-07-03,Success,20h 37m 39s,63,,40887.,0.5924,3.71,Nov 10 16:21,Nov 11 12:59,
ntc_1997-08-01,Failed,12h 14m 13s,0,,22874.,0.4435,2.57,Nov 10 16:19,Nov 11 04:33,Overall Volume Accounting Error in Acre Feet: 22874. Overall Volume Accounting Error as percentage: 0.4435 The maximum cell wsel error was 2.57
ntc_1997-08-08,Failed,7h 54m 3s,0,,13045.,0.3060,2.80,Nov 10 16:20,Nov 11 00:14,Overall Volume Accounting Error in Acre Feet: 13045. Overall Volume Accounting Error as percentage: 0.3060 The maximum cell wsel error was 2.80
ntc_1997-08-09,Success,22h 50m 18s,69,,42574.,0.6219,12.61,Nov 10 16:26,Nov 11 15:17,
ntc_1997-09-04,Success,16h 29m 58s,51,,60058.,0.9292,3.15,Nov 10 16:21,Nov 11 08:51,
ntc_1997-12-15,Success,23h 45m 46s,72,,60000.,0.7830,3.09,Nov 10 16:19,Nov 11 16:04,
ntc_1998-01-15,Success,18h 41m 33s,57,,91671.,1.443,432.36,Nov 10 16:21,Nov 11 11:02,
ntc_1998-01-22,Failed,14h 14m 1s,0,,86441.,1.557,1.90,Nov 10 16:20,Nov 11 06:34,Overall Volume Accounting Error in Acre Feet: 86441. Overall Volume Accounting Error as percentage: 1.557 The maximum cell wsel error was 1.90
ntc_1998-01-27,Success,17h 21m 4s,54,,100434.,1.594,26.80,Nov 10 16:18,Nov 11 09:40,
ntc_1998-02-03,Failed,12h 21m 34s,0,,413430.,7.361,1.37,Nov 10 16:19,Nov 11 04:40,Overall Volume Accounting Error in Acre Feet: 413430. Overall Volume Accounting Error as percentage: 7.361 The maximum cell wsel error was 1.37
ntc_1998-02-07,Success,18h 55m 39s,57,,202544.,2.891,5.16,Nov 10 16:19,Nov 11 11:14,
ntc_1998-02-16,Success,23h 37m 19s,72,,97026.,1.300,6.08,Nov 10 16:19,Nov 11 15:56,
ntc_1998-02-23,Success,23h 0m 54s,72,,77041.,0.9981,3.74,Nov 10 16:19,Nov 11 15:20,
ntc_1998-02-28,Success,20h 53m 34s,63,,119220.,1.732,4.05,Nov 10 16:19,Nov 11 13:12,
ntc_1998-03-12,Success,16h 22m 30s,51,,90815.,1.451,2.05,Nov 10 16:18,Nov 11 08:41,
ntc_1998-05-15,Success,15h 42m 38s,48,,34655.,0.5493,1.91,Nov 10 16:20,Nov 11 08:03,
ntc_1998-08-02,Success,21h 1m 34s,66,,44182.,0.6946,3.78,Nov 10 16:19,Nov 11 13:20,
ntc_1998-12-15,Success,14h 18m 46s,45,,69699.,1.134,0.80,Nov 10 16:19,Nov 11 06:38,
ntc_1998-12-26,Success,19h 22m 32s,60,,49442.,0.7597,0.84,Nov 10 16:19,Nov 11 11:42,
ntc_1999-01-31,Success,21h 14m 40s,66,,84406.,1.219,3.12,Nov 10 16:19,Nov 11 13:33,
ntc_1999-02-22,Success,14h 45m 28s,45,,43259.,0.6440,0.84,Nov 10 16:18,Nov 11 07:04,
ntc_1999-04-13,Success,15h 14m 34s,48,,45397.,0.7490,0.35,Nov 10 16:32,Nov 11 07:46,
ntc_1999-05-02,Success,16h 16m 29s,51,,68278.,1.057,294.29,Nov 10 16:18,Nov 11 08:35,
ntc_1999-05-18,Success,16h 23m 58s,51,,69036.,0.9996,2.13,Nov 10 16:20,Nov 11 08:44,
ntc_1999-06-19,Success,22h 37m 20s,69,,47907.,0.6572,30.22,Nov 10 16:19,Nov 11 14:56,
ntc_2000-01-09,Success,16h 12m 11s,51,,52035.,0.8878,1.44,Nov 10 16:19,Nov 11 08:31,
ntc_2000-01-25,Failed,10h 48m 21s,0,,59401.,1.084,1.25,Nov 10 16:21,Nov 11 03:09,Overall Volume Accounting Error in Acre Feet: 59401. Overall Volume Accounting Error as percentage: 1.084 The maximum cell wsel error was 1.25
ntc_2000-03-19,Success,21h 56m 16s,66,,120079.,1.992,0.80,Nov 10 16:19,Nov 11 14:15,
ntc_2000-03-23,Success,15h 52m 58s,48,,111253.,1.809,0.78,Nov 10 16:20,Nov 11 08:13,
ntc_2000-05-31,Success,13h 20m 54s,42,,58973.,0.9421,0.36,Nov 10 16:20,Nov 11 05:41,
ntc_2000-09-07,Success,25h 16m 23s,78,,76447.,0.9854,570.16,Nov 10 16:19,Nov 11 17:35,
ntc_2000-11-20,Success,23h 12m 3s,72,,64628.,0.9462,0.81,Nov 10 16:31,Nov 11 15:43,
ntc_2000-12-29,Success,15h 9m 37s,48,,69869.,1.195,1.04,Nov 10 16:20,Nov 11 07:29,
ntc_2001-01-23,Success,16h 32m 54s,51,,82994.,1.365,0.57,Nov 10 16:19,Nov 11 08:51,
ntc_2001-03-20,Success,20h 55m 20s,63,,110826.,1.681,81.75,Nov 10 16:18,Nov 11 13:14,
ntc_2001-05-07,Success,17h 1m 21s,54,,135715.,2.075,0.35,Nov 10 16:19,Nov 11 09:20,
ntc_2001-07-14,Success,18h 45m 24s,57,,70552.,1.059,258.68,Nov 10 16:21,Nov 11 11:07,
ntc_2001-07-22,Success,19h 33m 35s,60,,49782.,0.6655,8.91,Nov 10 16:21,Nov 11 11:55,
ntc_2001-09-30,Success,19h 0m 12s,60,,74431.,1.077,50.03,Nov 10 16:19,Nov 11 11:19,
ntc_2001-11-05,Success,15h 4m 30s,48,,124934.,1.898,0.39,Nov 10 16:20,Nov 11 07:25,
ntc_2001-11-15,Success,19h 15m 5s,60,,87028.,1.194,21.55,Nov 10 16:19,Nov 11 11:34,
ntc_2002-02-15,Success,14h 48m 10s,45,,52139.,0.8599,3.11,Nov 10 16:32,Nov 11 07:20,
ntc_2002-02-24,Success,15h 25m 4s,48,,72296.,1.162,1.06,Nov 10 16:33,Nov 11 07:58,
ntc_2002-05-20,Success,16h 51m 59s,51,,109577.,1.665,0.82,Nov 10 16:20,Nov 11 09:12,
ntc_2002-05-23,Success,18h 9m 53s,57,,115096.,1.731,0.81,Nov 10 16:19,Nov 11 10:29,
ntc_2002-06-08,Success,15h 31m 52s,48,,69832.,1.077,61.64,Nov 10 16:21,Nov 11 07:52,
ntc_2002-06-22,Success,20h 33m 14s,63,,56802.,0.6573,646.37,Nov 10 16:20,Nov 11 12:53,
ntc_2002-08-08,Success,20h 50m 50s,63,,51398.,0.7300,24.51,Nov 10 16:19,Nov 11 13:09,
ntc_2002-12-10,Failed,10h 55m 22s,0,,42846.,0.7721,1.15,Nov 10 16:20,Nov 11 03:15,Overall Volume Accounting Error in Acre Feet: 42846. Overall Volume Accounting Error as percentage: 0.7721 The maximum cell wsel error was 1.15
ntc_2003-03-15,Success,20h 31m 26s,63,,52720.,0.8076,3.10,Nov 10 16:20,Nov 11 12:52,
ntc_2003-05-20,Success,17h 51m 48s,54,,64386.,0.9526,8.86,Nov 10 16:20,Nov 11 10:12,
ntc_2003-09-17,Success,14h 9m 7s,45,,53135.,0.8072,0.13,Nov 10 16:20,Nov 11 06:29,
ntc_2003-11-03,Success,16h 37m 56s,51,,116757.,1.628,1.73,Nov 10 16:19,Nov 11 08:57,
ntc_2003-11-09,Success,15h 27m 58s,48,,103386.,1.540,0.90,Nov 10 16:19,Nov 11 07:47,
ntc_2004-01-27,Success,15h 25m 30s,48,,59914.,0.9572,2.97,Nov 10 16:21,Nov 11 07:46,
ntc_2004-02-02,Success,17h 29m 25s,54,,87121.,1.447,2.98,Nov 10 16:18,Nov 11 09:48,
ntc_2004-02-26,Success,18h 47m 31s,57,,55427.,0.8354,93.87,Nov 10 16:19,Nov 11 11:06,
ntc_2004-10-23,Success,15h 24m 17s,48,,55649.,0.7788,0.81,Nov 10 16:21,Nov 11 07:45,
ntc_2004-11-14,Success,14h 40m 31s,45,,112803.,1.695,0.50,Nov 10 16:20,Nov 11 07:01,
ntc_2004-12-26,Success,17h 3m 28s,54,,73192.,1.164,6.44,Nov 10 16:19,Nov 11 09:22,
ntc_2005-01-16,Success,18h 17m 9s,57,,88572.,1.301,2.08,Nov 10 16:19,Nov 11 10:36,
ntc_2005-01-18,Success,19h 12m 25s,60,,92025.,1.351,2.10,Nov 10 16:30,Nov 11 11:42,
ntc_2005-01-22,Success,14h 40m 17s,45,,98310.,1.550,0.79,Nov 10 16:33,Nov 11 07:13,
ntc_2005-01-28,Success,16h 41m 52s,51,,110160.,1.763,1.25,Nov 10 16:19,Nov 11 09:01,
ntc_2005-02-05,Success,17h 32m 15s,54,,69430.,1.035,1.01,Nov 10 16:19,Nov 11 09:51,
ntc_2005-02-28,Success,21h 13m 51s,66,,91907.,1.463,48.05,Nov 10 16:19,Nov 11 13:33,
ntc_2005-04-16,Success,17h 55m 21s,54,,78086.,1.200,2.81,Nov 10 16:19,Nov 11 10:14,
ntc_2005-05-06,Failed,10h 44m 10s,0,,116922.,2.277,1.23,Nov 10 16:20,Nov 11 03:04,Overall Volume Accounting Error in Acre Feet: 116922. Overall Volume Accounting Error as percentage: 2.277 The maximum cell wsel error was 1.23
ntc_2005-05-25,Success,18h 5m 1s,57,,59733.,0.9246,2.58,Nov 10 16:32,Nov 11 10:37,
ntc_2005-08-26,Success,19h 3m 24s,60,,94724.,1.362,24.70,Nov 10 16:20,Nov 11 11:24,
ntc_2006-02-26,Success,22h 25m 59s,69,,56382.,0.9224,6.82,Nov 10 17:17,Nov 11 15:43,
ntc_2006-11-21,Success,15h 34m 47s,48,,89331.,1.498,0.39,Nov 10 16:21,Nov 11 07:55,
ntc_2007-01-18,Success,14h 6m 40s,45,,45779.,0.7805,0.37,Nov 10 16:19,Nov 11 06:25,
ntc_2007-04-20,Failed,6h 4m 22s,0,,370601.,9.866,1.50,Nov 10 16:32,Nov 10 22:36,Overall Volume Accounting Error in Acre Feet: 370601. Overall Volume Accounting Error as percentage: 9.866 The maximum cell wsel error was 1.50
ntc_2007-06-12,Success,16h 41m 39s,51,,44888.,0.6512,43.00,Nov 10 16:19,Nov 11 09:00,
ntc_2007-06-15,Success,16h 4m 22s,51,,50694.,0.7404,10.89,Nov 10 16:20,Nov 11 08:24,
ntc_2007-07-03,Success,23h 28m 52s,72,,53348.,0.7893,4.01,Nov 10 16:19,Nov 11 15:48,
ntc_2007-07-22,Success,20h 43m 40s,63,,40291.,0.5991,19.54,Nov 10 16:32,Nov 11 13:16,
ntc_2007-09-17,Success,21h 34m 5s,66,,71853.,0.9592,4.65,Nov 10 16:19,Nov 11 13:53,
ntc_2007-10-02,Failed,10h 25m 28s,0,,414465.,7.265,0.51,Nov 10 16:18,Nov 11 02:44,Overall Volume Accounting Error in Acre Feet: 414465. Overall Volume Accounting Error as percentage: 7.265 The maximum cell wsel error was 0.51
ntc_2007-10-29,Success,19h 8m 22s,60,,157945.,2.161,1.63,Nov 10 16:19,Nov 11 11:27,
ntc_2007-11-02,Success,19h 8m 50s,60,,160201.,2.153,0.69,Nov 10 16:19,Nov 11 11:28,
ntc_2007-12-22,Success,21h 56m 22s,66,,67393.,1.032,3.09,Nov 10 16:19,Nov 11 14:15,
ntc_2008-04-16,Success,20h 19m 11s,63,,59670.,0.9010,0.90,Nov 10 16:21,Nov 11 12:41,
ntc_2008-09-25,Failed,13h 35m 54s,0,,587848.,10.97,104.85,Nov 10 16:18,Nov 11 05:54,Overall Volume Accounting Error in Acre Feet: 587848. Overall Volume Accounting Error as percentage: 10.97 The maximum cell wsel error was 104.85
